Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	Peak Freq (Hz)	High Freq (Hz)	Delta Time (s)	File Offset (s)	Begin Path	Begin File	Class	Sound type	Comments
272	Spectrogram 1	1	505.438111889	505.576658495	22.9	29.3	434.6	0.139	505.438	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
273	Spectrogram 1	1	506.029244073	506.167790679	22.9	38.1	434.6	0.139	506.029	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
274	Spectrogram 1	1	506.361755927	506.509538973	16.3	20.5	287.6	0.148	506.362	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
275	Spectrogram 1	1	506.657322019	506.823577945	13.1	14.6	473.9	0.166	506.657	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
276	Spectrogram 1	1	510.518154095	510.896848150	16.3	20.5	199.3	0.379	510.518	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
277	Spectrogram 1	1	512.189949802	512.448570133	22.9	29.3	209.2	0.259	512.190	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
278	Spectrogram 1	1	512.965810794	513.169012482	19.6	20.5	209.2	0.203	512.966	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
279	Spectrogram 1	1	522.076653287	522.529238865	19.6	20.5	320.3	0.453	522.077	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	two
280	Spectrogram 1	1	522.972588003	523.111134608	32.7	38.1	317.0	0.139	522.973	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
281	Spectrogram 1	1	523.351282058	523.489828664	29.4	35.2	333.3	0.139	523.351	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
282	Spectrogram 1	1	523.591429508	523.748448994	32.7	38.1	349.7	0.157	523.591	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
283	Spectrogram 1	1	525.900539601	526.076031968	26.1	35.2	153.6	0.175	525.901	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
284	Spectrogram 1	1	529.155478897	529.959049210	26.1	35.2	326.8	0.804	529.155	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
285	Spectrogram 1	1	530.125305136	530.273088182	26.1	35.2	287.6	0.148	530.125	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
286	Spectrogram 1	1	530.402398348	530.540944953	22.9	26.4	330.1	0.139	530.402	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
287	Spectrogram 1	1	530.633309357	530.781092403	19.6	20.5	330.1	0.148	530.633	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
288	Spectrogram 1	1	531.224441541	531.353751706	39.2	41.0	323.5	0.129	531.224	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
289	Spectrogram 1	1	530.965821210	531.095131376	35.9	38.1	343.1	0.129	530.966	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
290	Spectrogram 1	1	528.370381466	528.481218750	29.4	35.2	405.2	0.111	528.370	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
291	Spectrogram 1	1	528.656711117	528.786021282	29.4	32.2	369.3	0.129	528.657	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
292	Spectrogram 1	1	535.020618534	535.260765984	26.1	29.3	140.5	0.240	535.021	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
293	Spectrogram 1	1	539.528001437	539.675784483	22.9	29.3	166.7	0.148	539.528	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
294	Spectrogram 1	1	542.921487338	543.226289871	19.6	20.5	225.5	0.305	542.921	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
295	Spectrogram 1	1	547.779854975	548.010765984	26.1	38.1	137.3	0.231	547.780	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
296	Spectrogram 1	1	554.018164511	554.479986530	26.1	29.3	382.4	0.462	554.018	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
297	Spectrogram 1	1	556.456584770	556.696732220	16.3	20.5	284.3	0.240	556.457	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
298	Spectrogram 1	1	559.495373653	560.040323635	32.7	38.1	317.0	0.545	559.495	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
299	Spectrogram 1	1	568.107448366	568.560033944	26.1	29.3	405.2	0.453	568.107	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
300	Spectrogram 1	1	568.643161907	568.763235632	19.6	20.5	303.9	0.120	568.643	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
301	Spectrogram 1	1	585.549560075	585.771234644	13.1	14.6	173.2	0.222	585.550	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
302	Spectrogram 1	1	588.255837105	588.412856591	29.4	38.1	205.9	0.157	588.256	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
303	Spectrogram 1	1	589.438101473	589.604357399	22.9	29.3	134.0	0.166	589.438	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
304	Spectrogram 1	1	594.115452586	594.272472073	26.1	35.2	617.6	0.157	594.115	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
305	Spectrogram 1	1	595.094515266	595.251534752	19.6	20.5	330.1	0.157	595.095	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
306	Spectrogram 1	1	605.609296695	605.840207705	19.6	20.5	356.2	0.231	605.609	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	?	klunk	
307	Spectrogram 1	1	607.936879670	608.204736440	19.6	20.5	447.7	0.268	607.937	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	?	klunk	
308	Spectrogram 1	1	608.324810165	608.601903376	22.9	35.2	153.6	0.277	608.325	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
309	Spectrogram 1	1	610.015078754	610.282935524	29.4	38.1	196.1	0.268	610.015	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
310	Spectrogram 1	1	616.517532777	616.868517511	32.7	35.2	330.1	0.351	616.518	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
311	Spectrogram 1	1	617.339575970	617.570486979	29.4	35.2	258.2	0.231	617.340	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
312	Spectrogram 1	1	617.635142062	617.764452227	26.1	35.2	388.9	0.129	617.635	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
313	Spectrogram 1	1	617.801397989	617.921471713	35.9	38.1	385.6	0.120	617.801	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
314	Spectrogram 1	1	618.004599677	618.438712374	26.1	29.3	395.4	0.434	618.005	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
315	Spectrogram 1	1	618.512603897	618.632677622	9.8	11.7	424.8	0.120	618.513	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
316	Spectrogram 1	1	618.839591595	618.959665320	29.4	35.2	408.5	0.120	618.840	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
317	Spectrogram 1	1	619.218285650	619.467669540	22.9	35.2	343.1	0.249	619.218	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
318	Spectrogram 1	1	619.781708513	619.938727999	32.7	87.9	284.3	0.157	619.782	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
319	Spectrogram 1	1	619.975673761	620.086511045	32.7	35.2	366.0	0.111	619.976	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
320	Spectrogram 1	1	620.188111889	620.308185614	42.5	43.9	398.7	0.120	620.188	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
321	Spectrogram 1	1	620.409786458	620.511387302	26.1	38.1	385.6	0.102	620.410	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
322	Spectrogram 1	1	620.779244073	620.899317798	32.7	38.1	388.9	0.120	620.779	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
323	Spectrogram 1	1	621.176411009	621.305721175	32.7	38.1	392.2	0.129	621.176	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
324	Spectrogram 1	1	621.776779634	622.053872845	19.6	20.5	398.7	0.277	621.777	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
325	Spectrogram 1	1	622.155473689	622.275547414	22.9	38.1	271.2	0.120	622.155	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
326	Spectrogram 1	1	622.571113506	622.709660111	32.7	38.1	352.9	0.139	622.571	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
327	Spectrogram 1	1	623.910397360	624.067416846	26.1	26.4	395.4	0.157	623.910	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
328	Spectrogram 1	1	624.677021911	624.797095636	29.4	38.1	372.5	0.120	624.677	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
329	Spectrogram 1	1	626.598201509	626.745984555	19.6	20.5	398.7	0.148	626.598	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
330	Spectrogram 1	1	628.888838721	629.036621767	29.4	38.1	402.0	0.148	628.889	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
331	Spectrogram 1	1	629.230587015	629.433788703	32.7	35.2	388.9	0.203	629.231	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
332	Spectrogram 1	1	629.627753951	629.729354795	32.7	38.1	372.5	0.102	629.628	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
333	Spectrogram 1	1	629.914083603	630.052630208	26.1	38.1	392.2	0.139	629.914	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
334	Spectrogram 1	1	630.237359016	630.375905621	26.1	35.2	402.0	0.139	630.237	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
335	Spectrogram 1	1	630.662235273	630.810018319	19.6	20.5	421.6	0.148	630.662	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
336	Spectrogram 1	1	631.377153466	631.663483118	22.9	35.2	385.6	0.286	631.377	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
337	Spectrogram 1	1	634.185031340	634.305105065	16.3	20.5	379.1	0.120	634.185	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
338	Spectrogram 1	1	634.471360991	634.600671157	26.1	35.2	385.6	0.129	634.471	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
339	Spectrogram 1	1	634.729981322	634.822345726	29.4	38.1	385.6	0.092	634.730	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
340	Spectrogram 1	1	636.244757543	636.660397360	32.7	35.2	385.6	0.416	636.245	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	series
341	Spectrogram 1	1	636.900544810	637.122219379	29.4	38.1	392.2	0.222	636.901	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	double
342	Spectrogram 1	1	637.657932920	638.073572737	32.7	35.2	382.4	0.416	637.658	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	series
343	Spectrogram 1	1	639.468275233	639.717659124	19.6	20.5	317.0	0.249	639.468	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
344	Spectrogram 1	1	645.374072917	645.678875449	19.6	20.5	300.7	0.305	645.374	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
345	Spectrogram 1	1	646.112988147	646.316189835	26.1	96.7	382.4	0.203	646.113	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
346	Spectrogram 1	1	646.722593211	646.851903376	32.7	38.1	375.8	0.129	646.723	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
347	Spectrogram 1	1	649.548943966	649.816800736	22.9	38.1	395.4	0.268	649.549	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
348	Spectrogram 1	1	650.675789691	651.109902389	22.9	38.1	336.6	0.434	650.676	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
349	Spectrogram 1	1	651.211503233	651.350049838	29.4	35.2	317.0	0.139	651.212	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
350	Spectrogram 1	1	668.792161548	669.096964080	26.1	35.2	219.0	0.305	668.792	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
351	Spectrogram 1	1	672.416558459	672.555105065	26.1	29.3	366.0	0.139	672.417	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
352	Spectrogram 1	1	673.728132992	673.940571121	22.9	29.3	303.9	0.212	673.728	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
353	Spectrogram 1	1	677.986132004	678.281698096	29.4	38.1	326.8	0.296	677.986	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
354	Spectrogram 1	1	688.778006645	688.999681214	22.9	38.1	405.2	0.222	688.778	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish?	knock-grunt	
355	Spectrogram 1	1	690.292782866	690.431329472	22.9	35.2	143.8	0.139	690.293	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
356	Spectrogram 1	1	693.858048851	694.098196300	32.7	38.1	215.7	0.240	693.858	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
357	Spectrogram 1	1	694.292161548	694.476890356	29.4	38.1	248.4	0.185	694.292	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
358	Spectrogram 1	1	695.173335668	695.515083962	26.1	29.3	219.0	0.342	695.173	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
359	Spectrogram 1	1	700.271850754	700.428870241	29.4	35.2	254.9	0.157	700.272	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
360	Spectrogram 1	1	702.507069325	702.747216774	32.7	38.1	219.0	0.240	702.507	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
361	Spectrogram 1	1	709.105600036	709.234910201	26.1	35.2	431.4	0.129	709.106	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
362	Spectrogram 1	1	710.454120330	710.666558459	29.4	38.1	209.2	0.212	710.454	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
363	Spectrogram 1	1	716.088348958	716.328496408	22.9	87.9	352.9	0.240	716.088	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
364	Spectrogram 1	1	718.415931932	718.600660740	29.4	38.1	196.1	0.185	718.416	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
365	Spectrogram 1	1	721.735526311	722.123456807	35.9	38.1	317.0	0.388	721.736	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
366	Spectrogram 1	1	722.437495779	722.973209321	26.1	38.1	251.6	0.536	722.437	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
367	Spectrogram 1	1	735.224441541	735.335278825	26.1	35.2	379.1	0.111	735.224	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
368	Spectrogram 1	1	735.907938129	736.018775413	29.4	38.1	405.2	0.111	735.908	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
369	Spectrogram 1	1	736.859291487	736.979365212	39.2	41.0	173.2	0.120	736.859	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
370	Spectrogram 1	1	733.210897540	733.330971264	32.7	38.1	189.5	0.120	733.211	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
371	Spectrogram 1	1	733.432572108	733.534172953	32.7	38.1	179.7	0.102	733.433	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
372	Spectrogram 1	1	737.348822827	737.875299928	19.6	20.5	388.9	0.526	737.349	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	series
373	Spectrogram 1	1	738.087738057	738.263230424	26.1	29.3	349.7	0.175	738.088	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
374	Spectrogram 1	1	745.070486979	745.273688667	35.9	38.1	343.1	0.203	745.070	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
375	Spectrogram 1	1	747.041561063	747.170871228	29.4	38.1	196.1	0.129	747.042	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
376	Spectrogram 1	1	749.821729616	749.951039781	29.4	38.1	150.3	0.129	749.822	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
377	Spectrogram 1	1	750.680718570	750.837738057	22.9	29.3	284.3	0.157	750.681	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
378	Spectrogram 1	1	753.063720187	753.285394756	29.4	35.2	290.8	0.222	753.064	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
379	Spectrogram 1	1	754.310639637	754.486132004	29.4	38.1	143.8	0.175	754.311	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
380	Spectrogram 1	1	754.569259968	754.726279454	22.9	29.3	169.9	0.157	754.569	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish?	toot	
381	Spectrogram 1	1	768.316795528	768.566179418	29.4	35.2	202.6	0.249	768.317	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
382	Spectrogram 1	1	769.397459052	769.711498024	19.6	85.0	356.2	0.314	769.397	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
383	Spectrogram 1	1	779.884531160	780.078496408	29.4	35.2	313.7	0.194	779.885	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
384	Spectrogram 1	1	783.181940374	783.551397989	26.1	29.3	408.5	0.369	783.182	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
385	Spectrogram 1	1	784.792793283	785.162250898	22.9	76.2	271.2	0.369	784.793	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
386	Spectrogram 1	1	786.741682202	786.898701688	22.9	38.1	307.2	0.157	786.742	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
387	Spectrogram 1	1	790.907316810	791.156700700	19.6	20.5	196.1	0.249	790.907	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
388	Spectrogram 1	1	792.181945582	792.643767601	22.9	93.8	421.6	0.462	792.182	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
389	Spectrogram 1	1	799.741066092	799.898085578	26.1	29.3	248.4	0.157	799.741	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
390	Spectrogram 1	1	801.588354167	801.736137213	19.6	20.5	281.0	0.148	801.588	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
391	Spectrogram 1	1	814.421482130	814.569265176	26.1	29.3	326.8	0.148	814.421	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
392	Spectrogram 1	1	815.104978718	815.206579562	19.6	20.5	330.1	0.102	815.105	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
393	Spectrogram 1	1	815.668401580	816.010149874	32.7	38.1	336.6	0.342	815.668	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
394	Spectrogram 1	1	820.258912446	820.563714978	22.9	29.3	352.9	0.305	820.259	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
395	Spectrogram 1	1	824.465205101	824.908554239	26.1	29.3	323.5	0.443	824.465	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
396	Spectrogram 1	1	825.832198276	826.072345726	16.3	20.5	284.3	0.240	825.832	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
397	Spectrogram 1	1	826.506458423	826.774315194	22.9	29.3	428.1	0.268	826.506	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
398	Spectrogram 1	1	830.177952676	830.408863685	32.7	38.1	284.3	0.231	830.178	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
399	Spectrogram 1	1	831.147778915	831.295561961	32.7	49.8	284.3	0.148	831.148	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
400	Spectrogram 1	1	831.535709411	831.683492457	32.7	35.2	307.2	0.148	831.536	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
401	Spectrogram 1	1	832.117605154	832.256151760	29.4	35.2	268.0	0.139	832.118	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
403	Spectrogram 1	1	832.874993265	833.032012751	13.1	14.6	287.6	0.157	832.875	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
404	Spectrogram 1	1	833.604672055	833.835583064	26.1	29.3	310.5	0.231	833.605	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
405	Spectrogram 1	1	835.904545708	836.246294001	29.4	90.8	294.1	0.342	835.905	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
406	Spectrogram 1	1	836.541860093	836.698879580	29.4	35.2	434.6	0.157	836.542	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
407	Spectrogram 1	1	836.772771103	836.920554149	26.1	35.2	424.8	0.148	836.773	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
